job,marital,education,default,housing,loan,contact,month,poutcome
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
services,divorced,secondary,no,yes,no,cellular,may,other
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
admin,single,secondary,no,yes,no,cellular,may,failure
management,single,tertiary,no,yes,no,cellular,may,unknown
admin,married,secondary,no,yes,no,telephone,may,other
services,married,secondary,no,yes,no,cellular,may,unknown
retired,married,tertiary,no,yes,no,cellular,may,unknown
technician,single,secondary,no,yes,no,cellular,may,unknown
services,single,secondary,no,yes,no,cellular,may,unknown
services,single,secondary,no,yes,no,cellular,may,other
services,married,secondary,no,yes,yes,cellular,may,failure
retired,divorced,secondary,no,yes,no,cellular,may,unknown
services,single,secondary,no,yes,no,cellular,may,failure
services,single,secondary,no,yes,no,cellular,may,unknown
services,married,secondary,no,yes,no,cellular,may,failure
blue-collar,married,primary,no,yes,no,cellular,may,other
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,single,secondary,no,yes,yes,cellular,may,unknown
admin,single,secondary,no,yes,no,cellular,may,other
admin,divorced,secondary,no,no,no,cellular,may,failure
housemaid,married,tertiary,no,yes,no,cellular,may,failure
technician,married,tertiary,no,yes,no,cellular,may,unknown
services,married,secondary,no,yes,no,cellular,may,unknown
management,single,secondary,no,yes,no,cellular,may,other
admin,married,secondary,no,yes,no,cellular,may,failure
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
technician,single,tertiary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,yes,cellular,may,other
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
management,single,tertiary,no,no,no,cellular,may,unknown
student,single,tertiary,no,yes,no,cellular,may,unknown
services,married,secondary,no,yes,no,cellular,may,failure
entrepreneur,married,secondary,no,yes,no,cellular,may,failure
unemployed,married,secondary,no,yes,no,cellular,may,failure
technician,single,secondary,no,yes,yes,cellular,may,unknown
services,single,secondary,no,yes,no,cellular,may,unknown
services,single,secondary,no,yes,no,cellular,may,other
entrepreneur,married,tertiary,yes,yes,no,cellular,may,unknown
retired,divorced,secondary,no,yes,no,cellular,may,unknown
student,single,secondary,no,yes,no,cellular,may,unknown
management,married,secondary,no,yes,yes,cellular,may,unknown
admin,single,secondary,no,no,no,cellular,may,unknown
admin,single,secondary,no,yes,no,cellular,may,failure
blue-collar,married,secondary,no,yes,no,cellular,may,failure
entrepreneur,single,secondary,no,yes,no,cellular,may,unknown
admin,divorced,secondary,no,yes,no,cellular,may,unknown
admin,married,secondary,no,yes,no,cellular,may,failure
management,single,tertiary,no,yes,no,cellular,may,unknown
admin,divorced,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,no,cellular,may,unknown
management,single,tertiary,no,yes,no,cellular,may,other
management,married,tertiary,no,yes,no,cellular,may,unknown
admin,single,secondary,no,yes,no,cellular,may,failure
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
self-employed,single,tertiary,no,yes,no,cellular,may,other
services,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,no,cellular,may,failure
management,single,tertiary,no,yes,no,cellular,may,failure
services,divorced,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,no,telephone,may,unknown
blue-collar,married,secondary,no,yes,yes,cellular,may,failure
technician,married,tertiary,no,yes,no,cellular,may,unknown
services,married,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,failure
management,single,tertiary,no,yes,no,cellular,may,unknown
admin,single,secondary,no,yes,no,cellular,may,failure
services,single,secondary,no,yes,no,cellular,may,unknown
technician,single,secondary,no,yes,no,cellular,may,failure
admin,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
technician,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,single,secondary,no,yes,yes,cellular,may,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,success
blue-collar,single,secondary,no,yes,yes,cellular,may,unknown
management,single,tertiary,no,yes,no,cellular,may,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
services,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
admin,single,secondary,no,yes,yes,cellular,may,unknown
technician,single,tertiary,no,yes,no,cellular,may,unknown
retired,divorced,tertiary,no,no,no,cellular,may,success
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
housemaid,single,secondary,no,yes,no,cellular,may,success
blue-collar,married,unknown,no,yes,no,cellular,may,unknown
services,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,single,primary,no,yes,no,cellular,may,unknown
admin,single,tertiary,no,yes,no,cellular,may,unknown
entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown
technician,divorced,secondary,no,yes,yes,cellular,may,failure
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,yes,cellular,may,failure
blue-collar,single,primary,no,yes,no,cellular,may,unknown
blue-collar,single,primary,no,yes,yes,cellular,may,unknown
blue-collar,married,secondary,no,yes,yes,cellular,may,failure
technician,single,tertiary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,no,cellular,may,other
management,married,tertiary,no,yes,no,cellular,may,unknown
self-employed,married,secondary,no,yes,yes,cellular,may,unknown
technician,single,secondary,no,yes,no,cellular,may,success
services,single,secondary,no,yes,no,cellular,may,failure
admin,single,secondary,no,yes,yes,cellular,may,unknown
unemployed,single,tertiary,no,yes,no,cellular,may,success
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
admin,divorced,secondary,no,yes,yes,cellular,may,success
management,married,tertiary,no,no,no,cellular,may,unknown
technician,single,tertiary,no,no,no,cellular,may,failure
admin,married,secondary,no,no,no,cellular,may,unknown
services,married,secondary,no,yes,no,cellular,may,failure
management,married,tertiary,no,no,no,cellular,may,unknown
technician,divorced,secondary,no,yes,no,cellular,may,unknown
management,single,tertiary,no,yes,no,cellular,may,success
services,married,secondary,no,no,no,cellular,may,failure
technician,married,secondary,no,no,no,cellular,may,unknown
student,single,secondary,no,no,no,cellular,may,success
management,single,tertiary,no,no,no,cellular,may,unknown
management,divorced,unknown,no,no,no,cellular,may,success
student,single,tertiary,no,yes,no,cellular,may,success
services,single,secondary,no,no,no,cellular,may,unknown
management,single,tertiary,no,no,no,cellular,may,unknown
management,married,primary,no,yes,no,cellular,may,success
blue-collar,married,unknown,no,no,no,telephone,may,unknown
management,married,tertiary,no,no,no,cellular,may,other
management,single,tertiary,no,yes,no,cellular,may,other
admin,single,secondary,no,yes,no,cellular,may,success
retired,divorced,tertiary,no,no,yes,cellular,may,failure
technician,single,secondary,no,no,no,cellular,may,unknown
blue-collar,single,tertiary,no,no,no,cellular,may,unknown
student,single,unknown,no,no,no,cellular,may,unknown
technician,single,tertiary,no,no,no,cellular,may,unknown
technician,single,tertiary,no,yes,no,cellular,may,failure
management,single,tertiary,no,no,no,cellular,may,unknown
technician,married,secondary,no,no,no,cellular,may,unknown
blue-collar,single,secondary,no,no,yes,cellular,may,success
retired,divorced,tertiary,no,no,no,cellular,may,unknown
management,single,tertiary,no,no,no,cellular,may,unknown
admin,single,secondary,no,yes,no,cellular,may,unknown
services,married,secondary,no,yes,yes,cellular,may,unknown
services,single,secondary,no,yes,no,cellular,may,unknown
technician,divorced,secondary,no,no,no,cellular,may,other
technician,married,tertiary,no,yes,yes,cellular,may,failure
technician,single,secondary,no,yes,no,cellular,may,other
technician,single,secondary,no,no,no,cellular,may,unknown
student,single,secondary,no,no,no,cellular,may,unknown
technician,single,tertiary,no,yes,no,cellular,may,failure
technician,single,tertiary,no,yes,yes,cellular,may,failure
student,single,secondary,no,no,no,cellular,may,success
technician,married,secondary,no,no,no,cellular,may,other
management,married,tertiary,no,no,no,cellular,may,unknown
management,married,tertiary,no,no,no,cellular,may,unknown
technician,single,secondary,no,no,no,cellular,may,other
management,single,tertiary,no,no,no,cellular,may,unknown
retired,married,secondary,no,no,no,cellular,may,failure
management,divorced,tertiary,no,yes,no,cellular,may,other
retired,married,tertiary,no,no,no,telephone,may,unknown
student,single,tertiary,no,no,no,cellular,may,unknown
student,single,secondary,no,no,no,cellular,may,unknown
student,single,secondary,no,no,no,cellular,may,unknown
student,single,tertiary,no,no,no,cellular,may,unknown
management,single,tertiary,no,no,no,cellular,may,success
admin,married,tertiary,no,no,no,cellular,may,unknown
admin,single,secondary,no,no,no,cellular,may,unknown
self-employed,single,tertiary,no,no,no,cellular,may,unknown
admin,single,secondary,no,yes,no,cellular,may,unknown
admin,divorced,secondary,no,no,no,cellular,may,success
admin,married,secondary,no,no,no,cellular,may,success
admin,married,secondary,no,yes,no,cellular,may,unknown
admin,single,secondary,no,no,no,cellular,may,unknown
admin,single,tertiary,no,yes,no,cellular,may,unknown
admin,single,secondary,no,no,no,cellular,may,success
technician,married,secondary,no,no,no,cellular,may,other
retired,divorced,tertiary,no,no,no,cellular,may,unknown
management,married,tertiary,no,no,no,cellular,may,unknown
admin,single,secondary,no,no,no,telephone,may,unknown
admin,single,tertiary,no,yes,no,cellular,may,failure
student,single,unknown,no,no,no,cellular,may,unknown
management,married,tertiary,no,no,no,cellular,may,unknown
admin,married,secondary,no,no,no,cellular,jun,success
management,married,tertiary,no,no,no,cellular,jun,unknown
management,married,tertiary,no,yes,yes,cellular,jun,unknown
unemployed,single,tertiary,no,no,no,cellular,jun,unknown
management,married,tertiary,no,yes,no,cellular,jun,success
technician,single,secondary,no,no,no,cellular,jun,unknown
housemaid,divorced,secondary,no,no,no,cellular,jun,unknown
blue-collar,married,secondary,no,no,no,cellular,jun,unknown
management,married,tertiary,no,no,no,cellular,jun,unknown
admin,married,tertiary,no,no,no,cellular,jun,failure
management,single,secondary,no,no,no,cellular,jun,unknown
admin,married,secondary,no,no,no,cellular,jun,unknown
technician,single,secondary,no,no,no,cellular,jun,unknown
technician,married,secondary,no,no,no,cellular,jun,unknown
management,married,tertiary,no,no,yes,cellular,jun,unknown
technician,married,secondary,no,no,yes,cellular,jun,unknown
management,married,tertiary,no,no,no,cellular,jun,unknown
technician,married,secondary,no,no,no,cellular,jun,success
blue-collar,married,secondary,no,no,no,cellular,jun,unknown
services,divorced,secondary,no,no,no,cellular,jun,success
management,divorced,tertiary,no,no,no,cellular,jun,other
services,single,secondary,no,no,no,cellular,jun,unknown
management,married,tertiary,no,no,no,cellular,jun,unknown
self-employed,single,tertiary,no,no,no,cellular,jun,unknown
unemployed,single,secondary,no,no,no,cellular,jun,unknown
student,single,unknown,no,no,no,cellular,jun,unknown
admin,single,secondary,no,yes,yes,cellular,jun,unknown
management,single,tertiary,no,no,no,cellular,jun,other
blue-collar,married,secondary,no,no,no,cellular,jun,unknown
management,married,tertiary,no,no,no,cellular,jun,success
management,single,tertiary,no,no,no,cellular,jun,unknown
admin,married,secondary,no,no,no,cellular,jun,unknown
management,married,tertiary,no,no,no,cellular,jun,unknown
admin,single,tertiary,no,no,yes,cellular,jun,success
management,married,tertiary,no,no,no,cellular,jun,unknown
management,single,tertiary,no,yes,no,cellular,jun,unknown
unemployed,single,tertiary,no,no,no,cellular,jun,unknown
blue-collar,married,secondary,no,no,no,cellular,jun,unknown
technician,divorced,secondary,no,yes,no,cellular,jun,unknown
admin,married,tertiary,no,no,no,cellular,jun,success
services,divorced,secondary,no,no,no,cellular,jun,unknown
technician,married,secondary,no,no,no,cellular,jun,unknown
admin,married,secondary,no,no,no,telephone,jun,unknown
services,married,secondary,no,yes,no,cellular,jun,success
technician,married,tertiary,no,yes,no,cellular,jun,failure
technician,single,tertiary,no,no,no,cellular,jun,success
admin,married,tertiary,no,no,no,cellular,jun,unknown
student,single,tertiary,no,no,no,cellular,jun,unknown
technician,single,secondary,no,no,no,cellular,jun,unknown
services,married,secondary,no,yes,no,cellular,jun,failure
blue-collar,married,secondary,no,yes,no,cellular,jun,other
blue-collar,married,primary,no,no,no,cellular,jun,unknown
technician,single,tertiary,no,no,no,cellular,jun,success
entrepreneur,married,tertiary,no,no,no,cellular,jun,unknown
blue-collar,married,secondary,no,no,no,cellular,jun,unknown
management,married,tertiary,no,no,no,cellular,jun,failure
technician,married,tertiary,no,no,no,cellular,jun,unknown
technician,married,secondary,no,yes,no,cellular,jun,failure
technician,married,secondary,no,no,no,cellular,jun,unknown
unemployed,married,secondary,no,no,no,cellular,jun,success
technician,married,secondary,no,no,no,telephone,jun,unknown
self-employed,married,secondary,no,no,no,cellular,jun,success
admin,single,secondary,no,yes,yes,cellular,jun,unknown
entrepreneur,married,secondary,no,no,no,telephone,jun,unknown
management,single,tertiary,no,no,no,cellular,jun,unknown
blue-collar,married,secondary,no,no,no,cellular,jun,failure
management,divorced,tertiary,no,no,no,cellular,jun,unknown
blue-collar,married,primary,no,no,no,cellular,jun,unknown
admin,married,secondary,no,no,no,cellular,jun,unknown
technician,single,tertiary,no,no,no,cellular,jun,unknown
management,divorced,tertiary,no,no,no,cellular,jun,unknown
student,single,tertiary,no,no,no,cellular,jun,unknown
admin,married,secondary,no,yes,no,cellular,jun,unknown
management,single,tertiary,no,yes,no,cellular,jun,failure
management,divorced,tertiary,no,no,no,cellular,jun,unknown
technician,single,secondary,no,yes,no,cellular,jun,success
management,single,tertiary,no,no,no,cellular,jun,unknown
admin,divorced,secondary,no,no,no,cellular,jun,unknown
blue-collar,single,tertiary,no,no,no,cellular,jun,unknown
