"['self', 'employed', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'feb', 'other']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['admin', 'married', 'unknown', 'no', 'no', 'yes', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'feb', 'other']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'failure']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'other']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['entrepreneur', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'aug', 'success']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'other']"
"['self', 'employed', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'oct', 'unknown']"
"['self', 'employed', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['services', 'single', 'secondary', 'no', 'yes', 'yes', 'unknown', 'jun', 'unknown']"
"['management', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['blue', 'collar', 'divorced', 'primary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'other']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['housemaid', 'divorced', 'primary', 'no', 'no', 'no', 'cellular', 'jun', 'other']"
"['blue', 'collar', 'married', 'secondary', 'yes', 'no', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['unemployed', 'single', 'primary', 'no', 'no', 'no', 'cellular', 'may', 'failure']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'yes', 'cellular', 'jan', 'success']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'oct', 'unknown']"
"['blue', 'collar', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jun', 'other']"
"['housemaid', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['housemaid', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'oct', 'unknown']"
"['blue', 'collar', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'nov', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'divorced', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'other']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'telephone', 'nov', 'failure']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'yes', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['management', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'success']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'other']"
"['technician', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'feb', 'other']"
"['self', 'employed', 'single', 'tertiary', 'no', 'no', 'no', 'telephone', 'feb', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'may', 'success']"
"['entrepreneur', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'feb', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'other']"
"['blue', 'collar', 'single', 'secondary', 'yes', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'telephone', 'jul', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['admin', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'feb', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'yes', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jun', 'success']"
"['admin', 'divorced', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jun', 'unknown']"
"['technician', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'sep', 'failure']"
"['student', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'jun', 'unknown']"
"['unknown', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'oct', 'success']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'success']"
"['self', 'employed', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jun', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['entrepreneur', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'aug', 'failure']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'married', 'unknown', 'no', 'no', 'no', 'cellular', 'jan', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'failure']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'other']"
"['entrepreneur', 'married', 'secondary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['entrepreneur', 'divorced', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'success']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'feb', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'aug', 'success']"
"['student', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['services', 'married', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'oct', 'failure']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['retired', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['unemployed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'failure']"
"['retired', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['student', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'mar', 'success']"
"['unemployed', 'divorced', 'primary', 'yes', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'success']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['management', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'feb', 'unknown']"
"['blue', 'collar', 'divorced', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'telephone', 'sep', 'unknown']"
"['unemployed', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'success']"
"['technician', 'divorced', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'yes', 'cellular', 'jan', 'unknown']"
"['services', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['services', 'divorced', 'secondary', 'no', 'yes', 'yes', 'cellular', 'nov', 'failure']"
"['technician', 'divorced', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['student', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['services', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'sep', 'unknown']"
"['retired', 'divorced', 'primary', 'no', 'no', 'no', 'telephone', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'yes', 'unknown', 'jun', 'unknown']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['admin', 'divorced', 'primary', 'no', 'yes', 'no', 'telephone', 'oct', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'sep', 'success']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'failure']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['technician', 'married', 'secondary', 'yes', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'secondary', 'yes', 'no', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'mar', 'unknown']"
"['blue', 'collar', 'divorced', 'secondary', 'yes', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['blue', 'collar', 'divorced', 'primary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'yes', 'unknown', 'jun', 'unknown']"
"['housemaid', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'success']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['entrepreneur', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'mar', 'success']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'success']"
"['services', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'telephone', 'feb', 'unknown']"
"['management', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'may', 'failure']"
"['technician', 'married', 'secondary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['student', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'success']"
"['self', 'employed', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'apr', 'failure']"
"['management', 'single', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'apr', 'unknown']"
"['student', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['services', 'divorced', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'may', 'success']"
"['unemployed', 'divorced', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['unemployed', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'failure']"
"['management', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'sep', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['retired', 'divorced', 'tertiary', 'yes', 'yes', 'no', 'cellular', 'sep', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'telephone', 'feb', 'unknown']"
"['housemaid', 'married', 'primary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['admin', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['services', 'married', 'unknown', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'jun', 'failure']"
"['services', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'failure']"
"['management', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jun', 'success']"
"['technician', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'feb', 'failure']"
"['self', 'employed', 'single', 'primary', 'no', 'yes', 'yes', 'cellular', 'nov', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'oct', 'success']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['self', 'employed', 'married', 'secondary', 'yes', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'failure']"
"['technician', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'mar', 'unknown']"
